,Energy,Non_Energy,Agriculture,Agriculture_Beverages,Agriculture_Food,Agriculture_Oils_Meals,Agriculture_Grains,Agriculture_Other_Food,Raw_Materials,Raw_Materials_Timber,Raw_Materials_Other,Fertilizers,Metals_Minerals,Metals_Minerals_Base_Metals,Precious_Metals
1977M10,17.03,42.48,49.85,107.24,43.49,47.16,46.97,35.51,36.14,31.63,41.07,33.83,28.35,31.27,14.89
1977M11,17.02,43.61,51.42,107.26,45.96,50.18,51.23,35.65,36.28,31.81,41.16,33.8,28.71,31.71,15.18
1977M12,17.03,44.65,52.66,104.91,48.58,53.03,53.92,37.88,36,31.5,40.92,33.42,29.49,32.67,14.98
1978M01,17.29,45,53.08,103.18,49.46,53.18,54.74,39.8,36.39,31.98,41.21,32.47,29.84,33.35,16.04
1978M02,17.27,45.39,53.84,99.75,51.05,53.9,57.54,41.44,37.25,32.58,42.36,32.44,29.53,32.97,16.43
1978M03,17.28,47.07,56.47,99.77,55.26,60.58,61.7,42.42,37.41,32.44,42.85,32.63,29.42,32.84,17.08
1978M04,17.29,48.13,58.2,102.15,57.32,62.28,64.6,44.19,38.01,33.4,43.05,33.1,29.17,32.53,16.42
1978M05,17.42,47.3,57.01,93.2,57.39,63.19,64.01,43.78,37.67,31.96,43.9,32.59,29.06,32.39,16.5
1978M06,17.53,46.72,55.92,93.14,55.58,62.39,62.53,40.32,37.84,31.65,44.6,32.78,29.45,32.87,17.18
1978M07,17.54,45.46,53.61,86.19,53.25,59.91,59.36,38.97,37.93,32.07,44.33,34.37,29.99,33.54,17.52
1978M08,17.59,45.94,53.84,89.37,52.4,58.21,57.13,40.46,39.26,33.4,45.68,34.93,30.99,34.78,18.85
1978M09,17.62,47.96,56.5,99.2,54.49,60.91,57.45,43.36,39.69,33.16,46.82,34.28,32,36.02,19.27
1978M10,17.67,49.29,57.96,100.55,56.21,62.68,58.81,45.34,40.58,33.66,48.14,33.93,33.25,37.56,20.71
1978M11,18.05,48.8,57.42,100.52,55.39,62.13,57.16,44.94,40.43,32.84,48.74,35.02,32.69,36.87,19.28
1978M12,19.47,48.61,56.95,95,55.79,63.12,55.25,46.64,40.42,33.7,47.77,34.85,33.05,37.32,19.47
1979M01,24.82,48.83,57.59,91.16,57.03,64.34,57.29,47.17,41.87,36.74,47.48,35.82,32.33,36.1,20.99
1979M02,28.09,50.92,58.91,88.08,59.18,67.69,58.01,49.04,43.42,39.12,48.14,36.19,36.21,40.88,23.34
1979M03,29.49,52.14,59.85,88.38,60.32,68.59,59.37,50.3,44.2,39.9,48.9,35.53,38.23,43.37,23.15
1979M04,29.93,52.95,60.65,93.83,60.37,67.06,59.96,51.93,44.49,40.18,49.2,36.38,39.02,44.34,22.97
1979M05,39.64,53.19,61.25,94.12,60.44,66.89,60.68,51.74,46.5,43.19,50.12,37.14,38.5,43.7,25.11
1979M06,43.65,56.23,65.69,108.02,63.18,70.25,65.72,51.58,50.27,49.23,51.41,38.23,38.86,44.15,26.64
1979M07,42.1,56.5,66.59,108.7,63.53,69.71,68.82,50.62,52.61,54.19,50.87,40.66,37.62,42.62,28.07
1979M08,43,56.07,65.37,105.25,61.77,66.66,67.07,50.54,53.84,56.74,50.67,42.52,38.53,43.74,28.65
1979M09,43.79,57.16,66.31,109.32,62.6,65.71,68.08,53.55,53.44,56.04,50.6,43.21,39.99,45.54,36.41
1979M10,46.02,57.34,65.45,106.93,62.75,63.61,68.94,56.01,50.92,51.22,50.58,45.35,42.08,48.12,41.56
1979M11,49.75,57.77,65.76,105.1,64.02,64.85,68.87,58.55,49.99,49.09,50.99,46.24,42.67,48.85,41.57
1979M12,48.19,58.97,66.55,105.31,64.94,64.81,69.33,61.12,50.76,49.64,51.99,48.81,44.58,51.2,51.22
1980M01,48.37,60.48,66.77,99.36,65.19,64.12,67.57,64.46,54.01,52.79,55.35,50.74,48.7,55.55,81.06
1980M02,46.84,62.81,68.94,99.21,67.49,64.17,69.34,70.19,57.06,55.18,59.1,50.59,51.63,59.16,77.17
1980M03,46.63,59.9,67,101.59,64.67,62.19,68.61,64.36,55.09,54.42,55.82,51.36,46.31,52.59,59.91
1980M04,46.93,58.53,65.84,98.48,63.87,60.02,67.54,65.61,54.02,53.98,54.05,53.54,44.11,49.89,48.11
1980M05,47.39,59.45,68.38,97.71,67.9,58.47,69.32,79.02,54.63,55.73,53.42,54.14,41.74,46.97,45.68
1980M06,46.9,58.48,67.66,94.53,67.4,57.34,70.15,78.15,54.61,56.03,53.05,52.48,40.35,45.25,54.29
1980M07,46.36,59.41,68.01,87.04,70.28,62.44,75.26,76.08,52.81,51.9,53.81,52.65,42.54,47.96,57.56
1980M08,42.49,60.07,69.07,79.79,73.39,62.74,78.63,82.65,53.13,50.7,55.8,52.34,42.5,47.9,56.12
1980M09,42.36,60.98,71.22,77.52,76.13,65.66,78.93,87.39,56.06,55.1,57.11,52.48,40.94,45.98,62.89
1980M10,47.16,61.03,71.55,76.15,79.24,66.74,80.03,94.96,50.53,45.23,56.34,52.46,40.44,45.37,62.35
1980M11,50.38,61,72.39,71.29,81.5,73.59,83.79,89.84,50.82,45.78,56.32,53.08,38.53,43.01,58.43
1980M12,49.61,57.87,68.35,71.58,74.85,68.78,81.5,76.82,50.9,46.06,56.2,54.55,36.75,40.82,50.88
1981M01,50.03,58.05,68.66,73.56,74.86,67.94,83.84,75.82,51.13,46.6,56.07,55.13,36.63,40.67,50.39
1981M02,48.38,56.74,66.49,71.71,72.07,65.94,82.36,70.8,50.27,46,54.94,60.32,36.36,40.34,44.99
1981M03,48.07,56.31,65.87,72.35,71.35,65.11,82.78,69.21,49.25,45.55,53.28,59.36,36.37,40.35,44.3
1981M04,47.47,54.58,64.56,72.24,69.84,65.07,84.57,62.78,47.81,44.7,51.2,41.24,35.62,39.43,43.25
1981M05,45.38,53.56,62.88,68.75,67.77,64.41,82.88,58.52,47.99,45.13,51.12,55.04,34.28,37.77,41.6
1981M06,43.32,52.21,61.34,59.79,67.35,63.63,82.12,58.88,47.52,44.73,50.57,54.84,33.19,36.43,39.58
1981M07,45.32,51.74,61.23,65.79,66.73,62.72,81.78,58.38,45.54,42.64,48.71,49.3,32.57,35.67,34.87
1981M08,46.12,51.09,59.68,69.18,63.74,59.25,78.18,56.58,44.96,42.1,48.09,45.92,34.05,37.49,35.28
1981M09,46.31,49.82,58.37,70.84,61.49,56.3,74.97,56.12,44.46,41.98,47.17,46.01,32.71,35.84,38.51
1981M10,47.02,49.06,57.62,70.72,60.2,55.75,72.18,55.22,44.68,42.77,46.78,45.7,31.89,34.83,37.33
1981M11,47.69,48.57,57.42,71.82,59.31,54.79,71.56,54.17,45.49,44.73,46.33,43.07,31.06,33.8,35.09
1981M12,47.25,48.12,56.44,71.89,57.88,54.15,67.18,54.37,45.1,45.41,44.76,41.51,31.79,34.7,34.8
1982M01,46.33,48.46,57.07,74.53,58.23,55.4,66.43,54.54,45.37,46.03,44.65,38.79,31.91,34.15,32.66
1982M02,41.93,48.12,56.58,76.34,57.41,55.3,64.51,53.76,44.54,44.42,44.67,41.43,31.53,33.68,32.28
1982M03,39.53,46.86,55.46,72.87,56.4,53.83,64.64,52.33,44.31,43.72,44.96,40.44,29.94,31.73,28.42
1982M04,43.65,46.45,55.19,68.96,56.74,55.24,64.68,51.54,44.4,43.28,45.63,39.11,29.37,31.01,29.8
1982M05,45.9,46.25,55.04,67.71,56.3,56.05,63.86,49.77,45.56,44.02,47.25,38.59,29.07,30.65,28.11
1982M06,45.29,44.05,52.81,65.72,53.81,53.36,61.25,47.66,43.82,41.62,46.22,36.75,26.91,27.99,25.79
1982M07,44.36,43.52,51.43,64.23,51.83,49.77,59.93,47.2,43.96,41.66,46.48,35.79,28.18,29.55,28.19
1982M08,43.53,42.68,50.1,64.79,49.74,46.99,57.55,46.3,43.48,41.57,45.57,35.88,28.25,29.64,30.42
1982M09,45.06,42.43,49.84,68.31,48.62,44.91,56.27,46.56,43.42,41.66,45.33,35.82,28,29.33,36.71
1982M10,45.91,41.49,48.42,69.08,46.54,43.41,52.4,45.34,42.49,40.89,44.24,36.24,27.89,29.2,36.31
1982M11,44.66,42.22,49.69,68.13,48.79,45.82,56,46.15,42.52,41.7,43.42,35.7,27.64,28.89,36.26
1982M12,42.01,42.71,50.26,68.98,49.19,46.56,57.69,44.97,43.32,43,43.67,35.66,28.03,29.36,38.91
1983M01,40.74,43.28,50.37,70.94,48.87,46.51,58.4,43.34,43.58,42.63,44.61,37.77,29.34,31.54,43.08
1983M02,38.89,44.55,51.14,72.35,50.13,46.24,61.09,45.32,42.83,39.06,46.95,37.63,31.83,34.6,45.27
1983M03,37.82,45.48,52.15,71.4,51.54,46.83,63.76,46.68,43.85,38.65,49.53,37.58,32.7,35.68,37.47
1983M04,39.41,47.16,54.26,72.47,54.38,50.11,65.93,49.54,44.69,38.98,50.93,35.49,33.93,37.2,39.25
1983M05,39.25,48.56,55.71,76.15,55.9,50.62,65.04,54.57,44.86,39.93,50.25,33.5,35.6,39.25,40.87
1983M06,39.96,48.33,55.4,78.66,54.67,48.6,63.74,54.43,45.36,39.51,51.76,35.41,35.29,38.88,38.11
1983M07,40.12,49.16,56.47,77.79,56.32,52.94,63.96,53.84,45.99,39.4,53.19,33.25,35.97,39.71,37.78
1983M08,40.52,52.56,61.36,78.65,63.7,68.27,68.32,53.52,46.88,40.46,53.9,32.63,36.77,40.7,38.66
1983M09,39.84,53.12,62.32,77.74,65.46,72.64,69.37,52.47,46.87,41.26,53.01,32.74,36.57,40.44,38.27
1983M10,39.19,52.85,62.43,80.19,64.5,70.84,68.53,52.51,48.36,44.04,53.07,34.41,35.31,38.89,35.09
1983M11,38.4,52.12,61.73,83.18,62.65,69.52,67.86,48.89,48.59,44.06,53.55,34.32,34.42,37.8,33.31
1983M12,38.01,52.3,61.77,87.96,61.53,69.29,66.16,47.13,49.05,44.87,53.61,34.23,34.93,38.43,34.06
1984M01,38.57,53.12,63.19,92.34,62.89,74.65,65.11,45.39,49.13,45.52,53.07,34.8,34.52,38.38,32.08
1984M02,38.96,52.43,62.29,89.54,62.14,72.96,63.17,46.97,48.79,45.15,52.78,35.01,34.18,37.96,33.88
1984M03,39.12,53.46,63.67,91.1,63.6,74.37,66.21,47.06,49.91,47.24,52.83,37.74,34.3,38.11,34.92
1984M04,39.13,53.47,64.26,92.69,63.84,74.59,66.98,46.84,50.82,49.48,52.29,35.29,33.41,37.01,33.71
1984M05,38.93,54.09,65.87,94.39,66.13,81.68,66.13,45.66,50.72,49.95,51.57,37.64,31.79,35.02,33.19
1984M06,38.34,51.96,62.79,90.51,62.74,72.84,65.86,46.61,48.81,48.24,49.43,38.94,31.25,34.35,33.01
1984M07,36.95,48.4,58.02,85.99,56.75,60.58,65,44.25,46.9,45.01,48.97,41.43,29.46,32.14,29.79
1984M08,37.17,47.75,57.14,86.62,55.65,58.2,64.83,44,45.77,43.02,48.79,42.02,29.13,31.73,29.91
1984M09,37.35,47.01,56.87,86.96,55.34,58.45,62.38,44.87,45.27,42.09,48.75,42.02,27.37,29.56,29.09
1984M10,36.78,46.23,55.58,84.62,54.22,58.34,59.85,43.7,44.12,40.73,47.83,43.26,27.39,29.59,29.17
1984M11,36.68,46.08,54.46,84.5,52.59,58.47,57.75,40.18,43.75,40.78,46.99,42,29.35,32.01,29.43
1984M12,35.91,44.78,52.86,82.29,50.87,55.86,56,39.66,42.75,39.67,46.11,41.8,28.53,31,27.15
1985M01,35.91,44.63,52.65,81.15,51.38,55.53,57.33,40.54,41.24,37.62,45.2,41.79,28.52,30.92,25.52
1985M02,37.33,44.61,52.41,80.16,51.64,54.84,56.96,42.61,40.16,36.8,43.82,41.59,28.97,31.47,25.24
1985M03,37.11,44.67,52.98,79.11,52.89,57.38,56.67,43.56,39.93,36.87,43.28,31.83,29.08,31.61,26.08
1985M04,36.92,45.12,53.2,78.59,53.12,57.65,56.73,43.88,40.5,37.76,43.5,32.3,30,32.74,27.39
1985M05,35.45,44.15,51.47,77.02,50.8,54.32,55.17,42.22,40.11,37.63,42.82,35.86,30.08,32.84,26.52
1985M06,35.3,42.79,50.23,75.97,49.17,51.52,54.69,41.06,39.73,37.11,42.59,33.49,28.59,31,26.45
1985M07,35.37,41.78,48.8,74.96,47.13,48.12,52.98,40.54,39.55,37.69,41.58,33.2,28.35,30.71,26.33
1985M08,35.9,41.04,47.89,74.96,46.03,44.37,50.02,44.61,38.64,37.17,40.23,31.94,28.04,30.32,27.39
1985M09,35.84,40.14,47.05,74.96,45.06,42.5,49.43,44.46,37.69,36.64,38.84,30.37,27.09,29.15,26.86
1985M10,36.57,39.95,46.93,76.92,44.39,42.65,48.99,42.51,37.88,37.98,37.76,29.74,26.77,28.76,27.16
1985M11,37.78,40.6,48.22,80.79,45.41,43.78,51.25,42.27,38.5,39.74,37.15,30.88,26.05,27.88,26.83
1985M12,34.27,42.57,50.62,92.9,46.27,44.95,52.23,42.62,39.7,41.47,37.75,31,27.35,29.48,26.63
1986M01,34.08,43.67,51.96,101.44,46.12,43.9,53.49,42.38,41,42.52,39.34,30.05,28.2,30.57,28.46
1986M02,25.35,42.89,50.9,97.46,44.79,40.42,51.66,44.31,42.09,43.24,40.83,29.26,27.99,30.32,27.8
1986M03,21.15,43.36,51.2,98.74,45.4,39.3,50.81,48.52,41.13,41.96,40.21,29.52,28.87,31.39,28.08
1986M04,19.64,42.65,50.27,93.63,45.51,38.32,49.9,50.99,39.79,40.85,38.64,28.63,28.62,31.09,27.35
1986M05,21.26,41.71,48.86,89.03,43.92,37.96,49.04,47.12,40.42,42.57,38.07,27.89,28.63,31.1,27.36
1986M06,18.62,40.35,46.57,80.32,42.61,37.85,46.91,44.98,39.04,40.89,37.01,27.41,29.06,31.63,27.47
1986M07,16.01,39.18,45.41,81.4,40.65,36.9,41.87,44.5,38.68,40.75,36.42,26.09,27.88,30.17,27.74
1986M08,20.43,38.97,45.15,83.47,39.9,35.06,39.75,46.39,38.42,40.07,36.62,26.45,27.73,30,29.89
1986M09,21.02,40.1,46.33,93.25,39.65,35.22,37.79,47.17,38.69,38.79,38.58,25.39,28.98,31.54,33.05
1986M10,20.53,39.86,46.29,86.17,40.7,38.08,38.1,46.49,39.61,38.33,41.02,25.32,28.33,30.73,33.38
1986M11,21.38,39.74,46.35,81.43,41.23,39.4,39.83,44.91,40.94,40.38,41.54,25.09,27.85,30.14,31.52
1986M12,22.73,39.48,45.85,74.9,40.52,38.25,38.82,45.05,44.03,44.65,43.36,25.12,28.04,30.38,30.84
1987M01,24.76,40.33,47.01,70.03,42.48,40.65,38.96,48.07,46.33,47.29,45.29,25.18,28.33,30.89,32.16
1987M02,23.58,40.96,47.15,68.53,43.08,39.75,39.76,50.45,46.19,46.81,45.51,26.4,29.91,32.83,31.69
1987M03,24.22,41.2,46.77,64.69,43.24,38.51,42.09,50.5,46.24,47.53,44.83,27.01,31.4,34.66,32.38
1987M04,24.17,42.06,47.71,67.15,43.88,40.99,42.93,48.56,47.14,48.08,46.1,27.86,32.07,35.5,35.94
1987M05,24.81,43.47,49.44,69.11,46.4,43.19,45.12,51.79,46.81,45.32,48.44,29.29,32.85,36.46,38.42
1987M06,24.91,43.39,48.79,64.97,45.94,44.57,43.24,50.17,47.51,45.49,49.72,29.69,33.87,37.71,36.68
1987M07,26.04,43.92,48.15,65.15,44.34,41.74,41.68,50.17,48.76,46.69,51.02,30.6,36.74,41.25,36.93
1987M08,25.1,44.84,48.39,64.56,43.36,41.04,41.6,48,52.4,52.71,52.07,30.58,39.16,44.23,37.9
1987M09,24.37,46.56,51.37,65.96,45.94,42.83,46.1,49.9,57.12,62.21,51.56,30.21,38.54,43.47,37.59
1987M10,24.86,48.1,51.94,67.21,46.82,44.34,48.08,48.93,56.64,63.1,49.56,31.04,42.15,47.92,37.86
1987M11,23.98,49.18,53.78,68.74,48.95,46.89,48.03,52.47,57.91,65.75,49.32,30.95,41.82,47.51,37.07
1987M12,23.41,51.07,54.62,67.92,51,50.72,49.49,52.75,56.65,63.48,49.17,31.35,46.01,52.68,38.3
1988M01,23.37,52.13,55.64,69.01,53.4,52.82,52.73,54.76,54.28,59.54,48.52,32.1,47.21,54.31,37.61
1988M02,22.04,51,53.77,69.06,52.29,49.02,54.43,54.64,49.6,52.19,46.76,32.82,47.37,54.51,34.97
1988M03,20.89,53.31,53.55,66.6,52.43,49.03,53.55,55.91,49.63,52.68,46.29,33.92,55.01,63.93,35.21
1988M04,22.71,53.85,54.21,65.81,53.13,51.29,53.36,55.35,50.92,55.01,46.45,32.84,55.51,64.54,35.84
1988M05,22.41,56.73,55.34,67.36,54.41,54.4,51.59,56.97,51.47,54.66,47.98,34.72,62.08,72.64,35.91
1988M06,21.66,62.64,60.76,67.2,63.2,66.44,61.99,60.05,51.56,52.49,50.54,34.92,69.65,81.97,36.44
1988M07,21.01,57.85,60.45,65.54,64,66.56,63.08,61.48,49.25,50.66,47.71,34.92,55.11,64.05,35.53
1988M08,21.14,56.3,57.2,60.96,60.5,61.98,61.61,57.55,47.27,48.27,46.18,38.4,56.5,65.76,34.79
1988M09,19.32,55.59,57.79,60.11,61.79,61.07,63.62,61.09,46.89,48.79,44.81,38.21,53.04,61.5,33.3
1988M10,18.61,56,57.5,60.9,60.5,58.91,63.61,59.78,48.45,52.64,43.88,38.42,54.92,63.81,32.81
1988M11,19.32,57.06,57.41,62.97,59.55,57.73,62.19,59.55,49.41,54.32,44.05,38.42,58.44,68.15,33.77
1988M12,21.8,58.77,58.23,66.46,59.97,57.93,62.22,60.62,49.82,53.49,45.8,36.99,62.34,72.96,33.52
1989M01,23.48,58.12,57.64,67.18,58.75,57.06,63.67,56.51,50.11,52.66,47.32,36.99,61.49,71.35,32.37
1989M02,23.02,56.98,57.54,65.04,58.82,55.79,63.62,58.47,50.63,52.71,48.35,37.59,58.02,67.07,31.23
1989M03,24.91,57.7,59.11,64.25,61.45,57.09,65.28,63.71,50.82,51.85,49.7,37.19,57.14,65.99,31.48
1989M04,26.07,57.25,59.07,63.66,61.16,55.16,65.21,65.41,51.64,50.83,52.53,36.05,55.92,64.48,30.95
1989M05,24.76,57.07,59.31,62.61,61.44,55.56,66.87,64.24,52.45,52.4,52.5,35.63,54.93,63.26,29.74
1989M06,23.91,55.28,59.44,58.52,60.04,54.16,65.67,62.68,58.44,64.08,52.27,35.15,49.05,56.02,29.31
1989M07,24.09,53.86,58.2,50.84,59.2,51.48,66.12,63.08,59.51,65.11,53.39,35.15,47.08,53.59,29.75
1989M08,23.32,52.95,55.98,47.68,56.41,45.33,62.95,65.09,59.13,65.04,52.67,30.48,49.28,56.3,29.05
1989M09,24,52.73,56.23,48.3,56.88,46.06,62.6,65.92,58.7,64.48,52.39,30.48,48.08,54.82,28.77
1989M10,25.37,52.9,56.23,44.3,57.38,46.53,62.62,66.92,59.49,65.85,52.53,28.71,48.82,55.74,29.13
1989M11,25.92,51.56,55.57,43.08,56.85,46.81,60.52,66.74,58.8,64.76,52.29,30.39,45.74,51.94,31.23
1989M12,27.11,50.52,55.08,42.59,55.95,45.71,61.09,64.78,59.3,66.68,51.24,32.11,43.27,48.9,32.27
1990M01,28.87,50.24,55.58,44.42,56.55,45.35,60.99,67.27,58.9,66.47,50.62,32.1,41.36,45.79,31.99
1990M02,27.12,50.17,55.81,46.58,56.08,44.29,61.74,66.46,59.87,67.58,51.44,32.49,40.59,44.85,32.5
1990M03,25.12,51.81,56.25,52.26,55.87,44.29,61.28,66.2,59.21,66.16,51.61,33.1,44.83,50.07,30.75
1990M04,23.24,51.93,56.58,52.8,56.39,43.85,62.76,67.13,58.95,64.72,52.63,33.73,44.47,49.63,29.5
1990M05,23.27,51.68,56.05,53.66,56.06,45.07,61.16,65.92,57.23,60.33,53.83,33.18,44.83,50.08,29.21
1990M06,22.21,50.77,54.9,49.89,54.54,43.05,59.49,65.18,58.3,61.35,54.97,33.4,44.28,49.4,27.98
1990M07,24.1,51.13,54.86,49.99,54.44,43.53,57.02,66.46,58.37,60.97,55.53,33.45,45.49,50.88,28.58
1990M08,34.12,52.17,54.38,50.97,53.81,44.37,55.36,64.81,57.5,60.98,53.69,34.84,49.6,55.95,30.78
1990M09,41.71,53.21,54.38,52.79,53.48,44.71,53.38,65.09,57.38,60.94,53.49,31.86,53.23,60.42,30.18
1990M10,44.11,52.19,54.35,51.73,53.41,45.8,54.44,62.49,57.97,62.9,52.57,38.73,49.27,55.55,29.17
1990M11,41.41,50.14,53.67,49.42,52.6,46.27,53.75,59.89,58.44,62.84,53.63,40.04,44.03,49.09,29.03
1990M12,36.11,49.6,53.79,50.34,52.96,47.52,53.59,59.54,57.56,61.12,53.67,40.36,42.07,46.67,28.63
1991M01,31.26,49.86,54.13,48.53,53.96,46.4,56.72,61.41,57.39,60.74,53.73,40.97,42.11,46.36,29.01
1991M02,26.32,50.16,54.65,47.79,54.92,45.63,58.54,63.87,57.46,61.19,53.39,41.1,41.98,46.19,27.41
1991M03,26.26,50.41,55.23,48.43,55.83,45.91,58.85,66.13,57.24,60.95,53.19,39.96,41.7,45.85,27.6
1991M04,26.11,49.79,54.62,47.32,54.39,45.06,57.54,63.8,58.91,64.58,52.71,40.25,40.96,44.94,27.31
1991M05,26.09,48.22,53.52,45.96,53.11,45.33,56.8,60,58.38,63.44,52.85,39.06,38.4,41.79,27.27
1991M06,24.73,48.19,53.89,44.44,53.22,45.17,56.24,61.06,60.35,67.17,52.9,38.57,37.58,40.77,28.18
1991M07,25.9,47.98,53.39,42.71,52.83,44.72,56.88,59.84,60.15,67.66,51.95,38.13,38.02,41.32,28.21
1991M08,26.36,48.32,54.27,43.23,54.01,46.14,58.4,60.38,60.51,68.94,51.29,37.88,37.32,40.46,27.06
1991M09,27.57,48.52,54.73,46.1,53.9,46.81,58.77,58.81,61.13,70.84,50.52,37.62,37.02,40.09,26.66
1991M10,29.43,48.33,54.8,44.87,54.41,47.28,59.38,59.3,60.79,69.66,51.1,37.54,36.3,39.2,27.39
1991M11,28.47,48.06,54.37,45.14,54.32,47.22,58.79,59.63,59.16,68.23,49.24,37.75,36.29,39.19,27.45
1991M12,25.58,47.65,54.29,45.14,54.28,46.9,60.01,58.81,58.95,68.02,49.03,37.39,35.19,37.83,27.4
1992M01,24.39,48.17,54.97,43.16,55.67,48.08,62.07,59.86,59.28,69.17,48.46,36.05,35.59,38.59,27.07
1992M02,24.2,48.49,54.73,40.01,55.46,47.39,63.82,58.5,60.46,72.03,47.81,35.78,37.12,40.48,27.11
1992M03,23.81,48.52,54.66,39.81,55.55,47.83,63.66,58.39,60.02,71.35,47.63,35.69,37.41,40.83,26.46
1992M04,25.43,48.22,53.89,38.71,54.07,47.15,60.82,57.06,61.19,72.47,48.85,35.7,38,41.55,26.02
1992M05,26.6,48.33,54.07,37.96,54.16,47.92,59.89,57.18,62.03,73.68,49.29,35.72,37.99,41.55,25.98
1992M06,27.89,48.49,54.27,37.06,54.82,49.34,59.76,57.55,61.71,72.39,50.03,35.72,38.08,41.65,26.22
1992M07,27.22,48.7,53.78,38.78,53.74,47.25,56.98,59.34,61.51,71.96,50.08,35.72,39.76,43.72,26.91
1992M08,26.99,48.52,53.53,38.83,53.82,46.37,54.31,63.18,60.31,71.45,48.12,35.95,39.66,43.6,26.1
1992M09,27.99,47.89,53.11,38.4,53.34,46.92,55.06,60.25,60.03,72,46.94,36.05,38.52,42.19,26.22
1992M10,28.09,46.4,52.19,39.78,51.71,46.56,54.16,56.27,59.67,72.61,45.51,35.6,35.75,38.79,26.13
1992M11,26.59,46.33,52.76,40.98,52.14,47.76,54.96,55.36,60.23,74.76,44.34,34.26,34.52,37.27,25.55
1992M12,25.37,46.66,52.84,42.7,51.99,48.28,55.16,54.02,60.06,75,43.72,33.71,35.44,38.4,25.5
1993M01,24.26,47.16,53.72,41.39,53.52,48.92,56.09,57.24,60.48,75.44,44.12,33.47,35.25,38.81,25.09
1993M02,24.93,47.37,54.18,41.14,53.33,48.07,55,58.75,62.87,79.53,44.65,33.42,35,38.5,25.08
1993M03,25.89,47.36,54.86,38.57,54.11,47.12,54.04,63.38,64.95,84.06,44.06,30.49,33.88,37.12,25.11
1993M04,25.98,47.6,56.03,37.61,53.76,47.1,52.66,63.53,70.92,96.05,43.42,29.67,32.34,35.23,26.19
1993M05,25.58,48.47,57.75,38.12,53.04,46.76,50.32,63.75,79.18,112.66,42.57,29.55,31.6,34.31,28.3
1993M06,24.41,47.96,56.69,38.56,51.26,46.63,47.59,60.67,79.1,113,42.03,29.44,32.17,35.01,28.51
1993M07,23.62,49.52,58.79,41.61,54.05,51.87,50.78,59.88,79.05,113.28,41.62,29.42,32.8,35.78,30.45
1993M08,23.76,49.22,58.56,43.83,53.47,50.57,51.23,59.32,78.4,112.5,41.1,29.55,32.32,35.19,29.41
1993M09,23.02,48.75,58.47,46.97,53.54,49.04,51.21,61.57,76.29,108.65,40.9,29.55,30.98,33.55,27.27
1993M10,23.32,48.43,58.6,46.1,54.14,47.3,56.04,61.41,75.82,108.21,40.39,29.76,29.68,31.94,27.96
1993M11,22.09,48.94,59.65,46.94,56.65,50.37,62.69,59.45,73.38,103.17,40.81,30.09,29.12,31.25,28.77
1993M12,20.53,50.15,60.74,48.14,58.59,53.88,66.08,58,72.37,100.43,41.69,31.05,30.6,33.07,29.8
1994M01,21.15,50.62,60.82,46.06,59.93,54.24,68.99,59.22,70.47,94.45,44.25,31.19,31.91,35.11,30.2
1994M02,21.1,51.22,60.98,46.38,59.73,52.32,66.59,63.28,71.45,93.79,47.01,31.22,33.48,37.04,29.99
1994M03,20.53,51.26,60.78,48.31,58.36,52.2,60.43,64.61,72.99,95.55,48.32,33.21,33.78,37.41,30.32
1994M04,21.58,51.29,60.98,48.32,57.21,52.35,58.92,62.05,76.58,101.21,49.66,34.05,33.38,36.92,29.8
1994M05,22.62,53.17,62.77,59.61,56.62,54.23,55.88,60.44,79.32,105.48,50.71,34.19,35.64,39.71,30.13
1994M06,23.29,54.53,63.81,66.4,56.25,55.55,55.16,58.15,80.85,107.9,51.26,34.19,37.83,42.4,30.37
1994M07,24.28,56.65,66.27,88.47,55.55,52.68,52.49,62.09,81.03,106.79,52.85,34.62,39.43,44.38,30.29
1994M08,23.07,56.44,66.54,84.84,57.06,55.33,54.71,61.47,80.26,106.45,51.62,31.97,38.52,43.25,29.88
1994M09,21.9,58.06,67.94,90.29,58.96,57.33,57.08,62.79,78.39,102.98,51.5,31.97,40.75,46.01,30.91
1994M10,22.5,57.3,65.74,84.27,57.61,56.23,58.14,58.94,76.06,97.17,52.98,32.21,42.85,48.6,30.74
1994M11,23.44,58.62,65.67,78.18,59.15,60.74,57.58,58.49,75.15,94.99,53.45,32.66,47.11,53.84,30.13
1994M12,22.45,59.22,66.1,72.12,61.21,61.44,59.22,62.7,74.94,91.15,57.22,32.66,48.11,55.08,29.42
1995M01,22.99,60.64,66.19,74.17,59.86,59.24,60.23,60.36,77.5,92.63,60.95,43.1,51.23,58.62,29.37
1995M02,23.58,60.23,66.99,74.22,61.23,59.13,60.2,64.94,77.31,89.17,64.34,45.63,48.01,54.65,29.2
1995M03,23.49,59.86,67.04,76.73,60.61,59.53,60.88,61.8,77.73,88.02,66.47,47.6,46.51,52.8,29.49
1995M04,25.33,59.81,66.61,75.51,59.39,57.48,60.39,61.01,79.61,91.01,67.15,49.57,47.03,53.44,30.9
1995M05,25.13,58.98,66.59,74.97,59.57,56.86,62.86,60.16,79.4,91.62,66.04,42.98,45.19,51.17,30.58
1995M06,24.12,59.03,66.42,70.32,61.79,57.89,68.16,61.17,75.69,91.49,58.42,33.11,46.81,53.17,30.55
1995M07,22.35,60.31,67.54,67.18,65.26,60.29,73.43,64.4,73.29,89.71,55.33,33.43,48.51,55.27,30.27
